"","Year","Council","serv5g","Large urban areas","Other urban areas","Accessible small towns","Remote small towns","Accessible rural","Remote rural","All"
"1472","2022","Na h-Eileanan Siar","Base","-","-","-","40","-","130","170"
"1473","2022","North Ayrshire","Base","-","90","30","-","10","10","140"
"1474","2022","North Lanarkshire","Base","120","150","10","-","20","-","300"
"1475","2022","Orkney Islands","Base","-","-","-","80","-","170","250"
"1476","2022","Perth and Kinross","Base","0","50","20","30","70","30","190"
"1477","2022","Renfrewshire","Base","160","10","20","-","20","-","220"
"1478","2022","Scotland","Base","2940","2290","720","390","850","900","8090"
"1479","2022","Scottish Borders","Base","-","80","50","10","90","20","250"
"1480","2022","Shetland Islands","Base","-","-","-","90","-","190","280"
"1481","2022","South Ayrshire","Base","-","110","10","10","20","10","160"
"1482","2022","South Lanarkshire","Base","50","210","50","-","30","10","340"
"1483","2022","Stirling","Base","-","80","20","-","60","20","180"
"1484","2022","West Dunbartonshire","Base","80","90","-","-","-","-","170"
"1485","2022","West Lothian","Base","-","130","20","-","10","-","160"
"1486","2023","Aberdeen City","Satisfied","56.7","-","*","-","*","-","55.7"
"1487","2023","Aberdeenshire","Satisfied","-","55.8","*","*","39.3","*","45.6"
"1488","2023","Angus","Satisfied","*","61.5","*","-","*","-","51.5"
"1489","2023","Argyll and Bute","Satisfied","-","*","*","65.7","*","48.1","60.7"
"1490","2023","Clackmannanshire","Satisfied","-","60.8","54.3","-","*","-","49.6"
"1491","2023","Dumfries and Galloway","Satisfied","-","51.1","*","*","*","*","40.6"
"1492","2023","Dundee City","Satisfied","59.1","-","-","-","*","-","58.5"
"1493","2023","East Ayrshire","Satisfied","-","78.8","42","-","*","*","58.9"
"1494","2023","East Dunbartonshire","Satisfied","71.9","71.1","*","-","*","-","68.3"
"1495","2023","East Lothian","Satisfied","98.4","90.7","*","-","71.1","-","84.9"
"1496","2023","East Renfrewshire","Satisfied","70.1","-","*","-","*","-","67.4"
"1497","2023","Edinburgh, City of","Satisfied","87.5","*","*","-","*","-","86.3"
"1498","2023","Falkirk","Satisfied","-","52.4","*","-","*","-","50.2"
"1499","2023","Fife","Satisfied","-","78.6","49.5","-","62.5","-","69.4"
"1500","2023","Glasgow City","Satisfied","69.6","-","-","-","*","-","69.6"
"1501","2023","Highland","Satisfied","-","48.8","*","*","*","47.8","47.9"
"1502","2023","Inverclyde","Satisfied","-","73.3","*","-","*","-","69.3"
"1503","2023","Midlothian","Satisfied","-","70.9","*","-","*","-","71"
"1504","2023","Moray","Satisfied","-","*","*","*","28.9","*","49.6"
"1505","2023","Na h-Eileanan Siar","Satisfied","-","-","-","*","-","64.6","63.4"
"1506","2023","North Ayrshire","Satisfied","-","68.9","*","-","*","*","61.3"
"1507","2023","North Lanarkshire","Satisfied","61.1","60","*","-","*","-","61.5"
"1508","2023","Orkney Islands","Satisfied","-","-","-","87.2","-","63.9","71"
"1509","2023","Perth and Kinross","Satisfied","*","80.8","*","*","55.5","*","66"
"1510","2023","Renfrewshire","Satisfied","69.6","*","*","-","*","-","66.3"
"1511","2023","Scotland","Satisfied","72.3","65.4","51.6","60.3","45.6","46.6","63.6"
"1512","2023","Scottish Borders","Satisfied","-","*","*","*","33.9","*","44.3"
"1513","2023","Shetland Islands","Satisfied","-","-","-","80.2","-","63.3","67.7"
"1514","2023","South Ayrshire","Satisfied","-","49.7","*","*","*","*","43.4"
"1515","2023","South Lanarkshire","Satisfied","79.8","72.6","*","-","*","*","66.6"
"1516","2023","Stirling","Satisfied","-","69.5","*","-","*","*","62.3"
"1517","2023","West Dunbartonshire","Satisfied","74.3","81.1","-","-","*","-","77.5"
"1518","2023","West Lothian","Satisfied","-","48.8","*","-","*","-","46"
"1519","2023","Aberdeen City","Neither satisfied nor dissatisfied","24.1","-","*","-","*","-","25.2"
"1520","2023","Aberdeenshire","Neither satisfied nor dissatisfied","-","28.6","*","*","16.1","*","19.7"
"1521","2023","Angus","Neither satisfied nor dissatisfied","*","30.8","*","-","*","-","28.3"
"1522","2023","Argyll and Bute","Neither satisfied nor dissatisfied","-","*","*","12.6","*","16.4","14.2"
"1523","2023","Clackmannanshire","Neither satisfied nor dissatisfied","-","14.3","22.2","-","*","-","20.6"
"1524","2023","Dumfries and Galloway","Neither satisfied nor dissatisfied","-","15.7","*","*","*","*","16.3"
"1525","2023","Dundee City","Neither satisfied nor dissatisfied","19.3","-","-","-","*","-","18.9"
"1526","2023","East Ayrshire","Neither satisfied nor dissatisfied","-","13","24.4","-","*","*","19.3"
"1527","2023","East Dunbartonshire","Neither satisfied nor dissatisfied","15.4","20.2","*","-","*","-","18.2"
"1528","2023","East Lothian","Neither satisfied nor dissatisfied","1.6","-","*","-","5","-","3.8"
"1529","2023","East Renfrewshire","Neither satisfied nor dissatisfied","9.6","-","*","-","*","-","8.3"
"1530","2023","Edinburgh, City of","Neither satisfied nor dissatisfied","8.1","*","*","-","*","-","8.1"
"1531","2023","Falkirk","Neither satisfied nor dissatisfied","-","22.1","*","-","*","-","23.3"
"1532","2023","Fife","Neither satisfied nor dissatisfied","-","17.5","23.4","-","14.6","-","18.1"
"1533","2023","Glasgow City","Neither satisfied nor dissatisfied","13.4","-","-","-","*","-","13.3"
"1534","2023","Highland","Neither satisfied nor dissatisfied","-","25.9","*","*","*","23.4","24.1"
"1535","2023","Inverclyde","Neither satisfied nor dissatisfied","-","21.8","*","-","*","-","20.5"
"1536","2023","Midlothian","Neither satisfied nor dissatisfied","-","12.7","*","-","*","-","12.5"
"1537","2023","Moray","Neither satisfied nor dissatisfied","-","*","*","*","30","*","21.2"
"1538","2023","Na h-Eileanan Siar","Neither satisfied nor dissatisfied","-","-","-","*","-","7.5","11.4"
"1539","2023","North Ayrshire","Neither satisfied nor dissatisfied","-","12.6","*","-","*","*","10.6"
"1540","2023","North Lanarkshire","Neither satisfied nor dissatisfied","31.8","18.9","*","-","*","-","24.8"
"1541","2023","Orkney Islands","Neither satisfied nor dissatisfied","-","-","-","7.6","-","23.2","18.5"
"1542","2023","Perth and Kinross","Neither satisfied nor dissatisfied","*","13.9","*","*","24.7","*","18.6"
"1543","2023","Renfrewshire","Neither satisfied nor dissatisfied","17.6","*","*","-","*","-","18.4"
"1544","2023","Scotland","Neither satisfied nor dissatisfied","14.8","20.1","21.2","19.9","15.9","19","17.5"
"1545","2023","Scottish Borders","Neither satisfied nor dissatisfied","-","*","*","*","23.7","*","26.7"
"1546","2023","Shetland Islands","Neither satisfied nor dissatisfied","-","-","-","16.1","-","17.4","17.1"
"1547","2023","South Ayrshire","Neither satisfied nor dissatisfied","-","38.3","*","*","*","*","39.4"
"1548","2023","South Lanarkshire","Neither satisfied nor dissatisfied","13.3","16.4","*","-","*","*","14.2"
"1549","2023","Stirling","Neither satisfied nor dissatisfied","-","16.1","*","-","*","*","12.5"
"1550","2023","West Dunbartonshire","Neither satisfied nor dissatisfied","11.4","9.6","-","-","*","-","10.5"
"1551","2023","West Lothian","Neither satisfied nor dissatisfied","-","31.3","*","-","*","-","27.1"
"1552","2023","Aberdeen City","Dissatisfied","19.2","-","*","-","*","-","19.1"
"1553","2023","Aberdeenshire","Dissatisfied","-","15.6","*","*","44.6","*","34.7"
"1554","2023","Angus","Dissatisfied","*","7.7","*","-","*","-","20.2"
"1555","2023","Argyll and Bute","Dissatisfied","-","*","*","21.7","*","35.5","25.1"
"1556","2023","Clackmannanshire","Dissatisfied","-","24.9","23.5","-","*","-","29.8"
"1557","2023","Dumfries and Galloway","Dissatisfied","-","33.3","*","*","*","*","43.1"
"1558","2023","Dundee City","Dissatisfied","21.6","-","-","-","*","-","22.5"
"1559","2023","East Ayrshire","Dissatisfied","-","8.2","33.6","-","*","*","21.8"
"1560","2023","East Dunbartonshire","Dissatisfied","12.7","8.7","*","-","*","-","13.5"
"1561","2023","East Lothian","Dissatisfied","-","9.3","*","-","23.9","-","11.3"
"1562","2023","East Renfrewshire","Dissatisfied","20.2","-","*","-","*","-","24.3"
"1563","2023","Edinburgh, City of","Dissatisfied","4.5","*","*","-","*","-","5.6"
"1564","2023","Falkirk","Dissatisfied","-","25.5","*","-","*","-","26.5"
"1565","2023","Fife","Dissatisfied","-","3.9","27.1","-","22.9","-","12.6"
"1566","2023","Glasgow City","Dissatisfied","17","-","-","-","*","-","17"
"1567","2023","Highland","Dissatisfied","-","25.3","*","*","*","28.8","27.9"
"1568","2023","Inverclyde","Dissatisfied","-","4.9","*","-","*","-","10.2"
"1569","2023","Midlothian","Dissatisfied","-","16.4","*","-","*","-","16.5"
"1570","2023","Moray","Dissatisfied","-","*","*","*","41.1","*","29.2"
"1571","2023","Na h-Eileanan Siar","Dissatisfied","-","-","-","*","-","27.9","25.2"
"1572","2023","North Ayrshire","Dissatisfied","-","18.5","*","-","*","*","28.2"
"1573","2023","North Lanarkshire","Dissatisfied","7.1","21.2","*","-","*","-","13.7"
"1574","2023","Orkney Islands","Dissatisfied","-","-","-","5.2","-","12.8","10.5"
"1575","2023","Perth and Kinross","Dissatisfied","*","5.3","*","*","19.8","*","15.4"
"1576","2023","Renfrewshire","Dissatisfied","12.9","*","*","-","*","-","15.3"
"1577","2023","Scotland","Dissatisfied","12.9","14.5","27.2","19.9","38.6","34.4","18.9"
"1578","2023","Scottish Borders","Dissatisfied","-","*","*","*","42.5","*","29"
"1579","2023","Shetland Islands","Dissatisfied","-","-","-","3.7","-","19.3","15.2"
"1580","2023","South Ayrshire","Dissatisfied","-","12.1","*","*","*","*","17.1"
"1581","2023","South Lanarkshire","Dissatisfied","6.9","11","*","-","*","*","19.2"
"1582","2023","Stirling","Dissatisfied","-","14.4","*","-","*","*","25.2"
"1583","2023","West Dunbartonshire","Dissatisfied","14.3","9.3","-","-","*","-","12"
"1584","2023","West Lothian","Dissatisfied","-","19.9","*","-","*","-","26.9"
"1585","2023","Aberdeen City","All","100","-","100","-","100","-","100"
"1586","2023","Aberdeenshire","All","-","100","100","100","100","100","100"
"1587","2023","Angus","All","100","100","100","-","100","-","100"
"1588","2023","Argyll and Bute","All","-","100","100","100","100","100","100"
"1589","2023","Clackmannanshire","All","-","100","100","-","100","-","100"
"1590","2023","Dumfries and Galloway","All","-","100","100","100","100","100","100"
"1591","2023","Dundee City","All","100","-","-","-","100","-","100"
"1592","2023","East Ayrshire","All","-","100","100","-","100","100","100"
"1593","2023","East Dunbartonshire","All","100","100","100","-","100","-","100"
"1594","2023","East Lothian","All","100","100","100","-","100","-","100"
"1595","2023","East Renfrewshire","All","100","-","100","-","100","-","100"
"1596","2023","Edinburgh, City of","All","100","100","100","-","100","-","100"
"1597","2023","Falkirk","All","-","100","100","-","100","-","100"
"1598","2023","Fife","All","-","100","100","-","100","-","100"
"1599","2023","Glasgow City","All","100","-","-","-","100","-","100"
"1600","2023","Highland","All","-","100","100","100","100","100","100"
"1601","2023","Inverclyde","All","-","100","100","-","100","-","100"
"1602","2023","Midlothian","All","-","100","100","-","100","-","100"
"1603","2023","Moray","All","-","100","100","100","100","100","100"
"1604","2023","Na h-Eileanan Siar","All","-","-","-","100","-","100","100"
"1605","2023","North Ayrshire","All","-","100","100","-","100","100","100"
"1606","2023","North Lanarkshire","All","100","100","100","-","100","-","100"
"1607","2023","Orkney Islands","All","-","-","-","100","-","100","100"
"1608","2023","Perth and Kinross","All","100","100","100","100","100","100","100"
"1609","2023","Renfrewshire","All","100","100","100","-","100","-","100"
"1610","2023","Scotland","All","100","100","100","100","100","100","100"
"1611","2023","Scottish Borders","All","-","100","100","100","100","100","100"
"1612","2023","Shetland Islands","All","-","-","-","100","-","100","100"
"1613","2023","South Ayrshire","All","-","100","100","100","100","100","100"
"1614","2023","South Lanarkshire","All","100","100","100","-","100","100","100"
"1615","2023","Stirling","All","-","100","100","-","100","100","100"
"1616","2023","West Dunbartonshire","All","100","100","-","-","100","-","100"
"1617","2023","West Lothian","All","-","100","100","-","100","-","100"
"1618","2023","Aberdeen City","Base","240","-","10","-","0","-","250"
"1619","2023","Aberdeenshire","Base","-","70","40","20","110","30","270"
"1620","2023","Angus","Base","20","90","20","-","40","-","160"
"1621","2023","Argyll and Bute","Base","-","40","0","60","10","90","190"
"1622","2023","Clackmannanshire","Base","-","60","80","-","30","-","160"
"1623","2023","Dumfries and Galloway","Base","-","50","30","10","50","50","190"
"1624","2023","Dundee City","Base","190","-","-","-","0","-","190"
"1625","2023","East Ayrshire","Base","-","90","50","-","30","20","190"
"1626","2023","East Dunbartonshire","Base","130","70","20","-","10","-","220"
"1627","2023","East Lothian","Base","60","80","30","-","60","-","230"
"1628","2023","East Renfrewshire","Base","160","-","20","-","0","-","180"
"1629","2023","Edinburgh, City of","Base","770","20","10","-","10","-","800"
"1630","2023","Falkirk","Base","-","140","0","-","10","-","150"
"1631","2023","Fife","Base","-","240","80","-","90","-","400"
"1632","2023","Glasgow City","Base","810","-","-","-","0","-","820"
"1633","2023","Highland","Base","-","100","0","30","30","90","250"
"1634","2023","Inverclyde","Base","-","190","10","-","10","-","210"
"1635","2023","Midlothian","Base","-","150","30","-","40","-","210"
"1636","2023","Moray","Base","-","50","40","10","50","10","160"
"1637","2023","Na h-Eileanan Siar","Base","-","-","-","50","-","150","200"
"1638","2023","North Ayrshire","Base","-","140","40","-","20","10","210"
"1639","2023","North Lanarkshire","Base","170","160","20","-","30","-","370"
"1640","2023","Orkney Islands","Base","-","-","-","60","-","160","220"
"1641","2023","Perth and Kinross","Base","0","60","30","20","80","10","200"
"1642","2023","Renfrewshire","Base","200","20","20","-","10","-","250"
"1643","2023","Scotland","Base","2920","2550","700","330","900","820","8220"
"1644","2023","Scottish Borders","Base","-","40","30","10","70","20","180"
"1645","2023","Shetland Islands","Base","-","-","-","60","-","160","230"
"1646","2023","South Ayrshire","Base","-","140","10","10","30","10","200"
"1647","2023","South Lanarkshire","Base","80","240","50","-","30","10","400"
"1648","2023","Stirling","Base","-","90","30","-","50","10","180"
"1649","2023","West Dunbartonshire","Base","90","90","-","-","0","-","180"
"1650","2023","West Lothian","Base","-","160","20","-","10","-","190"
